,relation,pipeline,term_1_umls_name,term_2_umls_name,term_1_umls_synonyms,term_2_umls_synonyms,sentence,evidence_count,is_correct,is_food_entity_correct
3221,treat,foodis,additive food,cancer,"additive food;additive, food;additives food;additives, food;food additive;food additive (substance);food additive, nos;food additives",cancer,"Use of Labiatae as food or food additives (such as spices) may prevent risk of cardiovascular diseases, diabetes and cancer.",1,1,
3222,treat,foodis,ajo,3-00 cardiovascular disorders: general terms,ajo;allium sativum;dietary supplements garlic;dietary supplements garlic (medication);garlic;garlic (substance);garlic - dietary;garlic - dietary (substance),"3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system",Some of the beneficial effects of dietary garlic against cardiovascular disorders are mediated via the generation of hydrogen sulfide and nitric oxide in cardiomyocytes and endothelial cells.,1,,
3223,treat,foodis,ajo,atherosclerosis,ajo;allium sativum;dietary supplements garlic;dietary supplements garlic (medication);garlic;garlic (substance);garlic - dietary;garlic - dietary (substance),atherosclerosis,Garlic could be a valuable component of atherosclerosis-preventing diets only in optimal doses.,1,,
3224,treat,foodis,ajo,cardiac toxicities,ajo;allium sativum;dietary supplements garlic;dietary supplements garlic (medication);garlic;garlic (substance);garlic - dietary;garlic - dietary (substance),"cardiac toxicities;cardiac toxicity;cardiotoxicities;cardiotoxicity;cardiotoxicity (disorder);toxicity, cardiac",Our results suggest that aged garlic extract is potentially protective against doxorubicin-induced cardiotoxicity.,1,,
3225,treat,foodis,alcoholic beverage,coronary heart disease,"alcoholic beverage;alcoholic beverage (substance);alcoholic beverage, nos;alcoholic beverages;alcoholic drink;alcoholic drinking;alcoholic drinks;alcoholics beverages;beverage, alcoholic;beverages (alcoholic);beverages, alcoholic",coronary heart disease,"However, moderate intake of alcoholic beverages may offer some protection against coronary heart disease.",1,,
3226,treat,foodis,alkaline water,cvd,alkaline water,cvd,"In addition, a large number of studies showing the benefits of alkaline water (mineral water) have revealed that people consuming water with a high level of total dissolved solids (TDS) (ie, with a high mineral content) have shown a lower incidence of coronary heart disease (CHD), cardiovascular disease (CVD), and cancer and lower total mortality rates.",1,1,
3227,treat,foodis,almond (substance),chronic dis,almond (substance);almond nut;almonds,"chronic dis;chronic disease;chronic disease (disorder);chronic disease, nos;chronic disease/disorder;chronic diseases;chronic disorder;chronic disorders;chronic illnesses;disease, chronic;diseases, chronic;illness, chronic;illnesses, chronic",A daily supplement of almonds can induce favourable nutrient modifications for chronic disease prevention to an individual's habitual diet.,1,1,
3228,treat,foodis,apricot kernel oil,3-00 cardiovascular disorders: general terms,"apricot kernel oil;apricot kernel volatile oil;apricot oil;apricot seed oil;armeniaca vulgaris oil;expressed peach oil;oil, apricot kernel;oil,apricot kernel;oils, apricot;peach kernel oil;peach oil, expressed;persic oil;persic oil (substance);prunus armeniaca (apricot) kernel oil;prunus armeniaca oil;prunus armeniaca seed oil;prunus persica kernel oil","3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system","In conclusion, peach kernel oil may be a potential health food to prevent atherosclerosis in cardiovascular diseases.",1,1,
3229,treat,foodis,apricot kernel oil,atherosclerosis,"apricot kernel oil;apricot kernel volatile oil;apricot oil;apricot seed oil;armeniaca vulgaris oil;expressed peach oil;oil, apricot kernel;oil,apricot kernel;oils, apricot;peach kernel oil;peach oil, expressed;persic oil;persic oil (substance);prunus armeniaca (apricot) kernel oil;prunus armeniaca oil;prunus armeniaca seed oil;prunus persica kernel oil",atherosclerosis,"In conclusion, peach kernel oil may be a potential health food to prevent atherosclerosis in cardiovascular diseases.",1,1,
3230,treat,foodis,apricot kernel oil,attack - heart,"apricot kernel oil;apricot kernel volatile oil;apricot oil;apricot seed oil;armeniaca vulgaris oil;expressed peach oil;oil, apricot kernel;oil,apricot kernel;oils, apricot;peach kernel oil;peach oil, expressed;persic oil;persic oil (substance);prunus armeniaca (apricot) kernel oil;prunus armeniaca oil;prunus armeniaca seed oil;prunus persica kernel oil","attack - heart;attack coronary;attack heart (nos);attack hearts;attacking heart;attacks coronary;attacks hearts;cardiac infarct;cardiac infarction;cardiac infarction, nos;cardiac; infarction;cardiovascular stroke;cardiovascular strokes;coronary attack;disorder infarction myocardial;heart attack;heart attack, nos;heart attacks;heart infarction;infarct myocardial;infarct, myocardial;infarction of heart;infarction of heart, nos;infarction, myocardial;infarction; myocardial;infarction;heart;infarction;myocardial;infarctions (myocardial);infarctions myocardial;infarctions, myocardial;infarcts myocardial;infarcts, myocardial;mi - myocardial infarction;mies;myocardial infarct;myocardial infarction (diagnosis);myocardial infarction (disorder);myocardial infarction (mi);myocardial infarction nos;myocardial infarction syndrome;myocardial infarction, nos;myocardial infarctions;myocardial infarcts;stroke, cardiovascular;strokes, cardiovascular;syndrome myocardial infarction","These findings suggest that apricot kernel oil has potent cardioprotective effects, and could be developed as a nutriment for the treatment and prevention of myocardial infarcts.",1,1,
3231,treat,foodis,banana,cancer,banana,cancer,"Consumption of green banana flour (GBF) may promote health benefits, such as, decreased appetite, weight loss, glycemic control, intestinal function and lipid profile improvement, aging delay, cancer and heart disease prevention.",1,1,
3232,treat,foodis,barley,3-10 heart diseases: general terms,barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance),"3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","US Food and Drug Administration in 2006 authorized a health claim that psyllium husk, beta glucan in oats and beta glucan in barley can reduce the risk of heart disease.",1,1,
3233,treat,foodis,barley,coronary heart disease,barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance),coronary heart disease,"β-glucan from oats or barley, or a combination of whole oats and barley, and soluble fiber from psyllium reduces the risk of coronary heart disease; inulin-type fructans added to foods and beverages may modestly decrease serum triacylglycerols; arabinoxylan and resistant starch may improve glycemic control.",1,1,
3234,treat,foodis,barley,hyperlipidemia,barley;barley (dietary);barley (substance);barley - dietary;barley - dietary (substance),hyperlipidemia,"The unique composition of highland barley contributes to its various health benefits, such as anti-inflammatory, anticancer, antidiabetic, antibacteria, antiobesity, antifatigue antiaging hyperglycaemia, and hyperlipidemia.",1,1,
3235,treat,foodis,bean,3-10 heart diseases: general terms,bean;bean (substance);beans;beans (food),"3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","Beans, peas, and lentils are all types of pulses that are extensively used as foods around the world due to their beneficial effects on human health including their low glycaemic index, cholesterol lowering effects, ability to decrease the risk of heart diseases and their protective effects against some cancers.",1,1,
3236,treat,foodis,"bean curd, soy",ami,"bean curd, soy;bean curds, soy;curd, soy bean;curds, soy bean;soy bean curd;soy bean curds;tofu;tofu (substance);tofus",ami,"In women only, tofu consumption was inversely related to the risk of AMI; relative risks for eating tofu <2, 2-3, and___The findings suggest that, in women at least, tofu consumption may be protective against the risk of AMI.",2,1,
3237,treat,foodis,bean pea and lentil,chronic dis,bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance),"chronic dis;chronic disease;chronic disease (disorder);chronic disease, nos;chronic disease/disorder;chronic diseases;chronic disorder;chronic disorders;chronic illnesses;disease, chronic;diseases, chronic;illness, chronic;illnesses, chronic",There is growing evidence that cereals and legumes play important roles in the prevention of chronic diseases.,1,1,
3238,treat,foodis,bean pea and lentil,coronary heart disease,bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance),coronary heart disease,"For food groups, results from the SRMAs of cohort studies suggest that high intakes of legumes, nuts, and chocolate, as well as a vegetarian diet significantly reduced the risk of coronary heart disease, with pooled RRs of 0.90 (95%CI: 0.84-0.97), 0.68 (95%CI: 0.59-0.78), 0.90 (95%CI: 0.82-0.97), and 0.71 (95%CI: 0.57-0.87), respectively.___Out of the six meta-analyses focussed on legume and 15 on nut intake, a possible association with decreased risk of colorectal adenoma and coronary heart disease was found for higher legume consumption, and a decreased risk of cardiovascular and cancer mortality, colon cancer, hypertension and ischaemic stroke for higher nut consumption.",2,1,
3239,treat,foodis,bean pea and lentil,hypertensive,bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance),hypertensive;hypertensive (finding);with high blood pressure,The dried and ground pods of Prosopis glandulosa (commonly known as the Honey mesquite tree) which is part of the Fabaceae (or legume) family are currently marketed in South Africa as a food supplement with blood glucose-stabilising and anti-hypertensive properties.,1,1,
3240,treat,foodis,bean pea and lentil,pd,bean pea and lentil;beans peas and lentils;legume;legumes;pulse vegetable;pulse vegetable (substance);pulse vegetables;pulse vegetables (substance),pd,"Though consistent with prior reports of PD protection afforded by legumes, and with speculation on the possible benefits of dietary or supplemental vitamin E in preventing PD, these preliminary data do not conclusively document a beneficial effect of dietary vitamin E on PD occurrence.",1,1,
3241,treat,foodis,"bean, soy",3-00 cardiovascular disorders: general terms,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system",It is suggested that anthocyanins from black soybean seed coat can be used as a useful drug to modulate cardiovascular disorder.,1,1,
3242,treat,foodis,"bean, soy",3-10 heart diseases: general terms,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","The recent increase in soymilk and tofu (coagulated soymilk) consumption, especially in Western countries, is due to the recognition of the health benefits of soy foods; consumption of soybean would prevent heart diseases.___Diets low in saturated fat and cholesterol that include soy protein may reduce the risk of heart disease.___Soy protein, a good source of isoflavones that are known to bind estrogen receptors, has also been promoted as a dietary means for reducing the risk of heart disease.___The recent increase in Soymilk and tofu (coagulated soymilk) consumption especially in Western Country is due to the recognition of the health benefits of soy foods; consumption of soybean would prevent heart diseases.",4,1,
3243,treat,foodis,"bean, soy",atherosclerosis,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",atherosclerosis,"Soy protein lowers total cholesterol, low-density lipoprotein cholesterol, and triglycerides in humans and inhibits atherosclerosis in animals.",1,1,
3244,treat,foodis,"bean, soy",breast cancer,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",breast cancer,"There is conflicting evidence from epidemiological, intervention and experimental animal studies regarding the chemopreventing effects of soy isoflavones in breast cancer.___In cell culture studies and animal research, the soy isoflavone genistein offers protection from breast cancer and prostate cancer because it prevents cancer initiation, slows promotion, and impedes cancer progression.",2,1,
3245,treat,foodis,"bean, soy",cancer,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",cancer,"In cell culture studies and animal research, the soy isoflavone genistein offers protection from breast cancer and prostate cancer because it prevents cancer initiation, slows promotion, and impedes cancer progression.",1,1,
3246,treat,foodis,"bean, soy",cancer of prostate,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",cancer of prostate;cancer of the prostate;prostate cancer,"Evidence also suggests that soy reduces prostate cancer risk and inhibits prostate tumor metastasis, but additional clinical support for the chemopreventive effects of soyfoods is needed.___In cell culture studies and animal research, the soy isoflavone genistein offers protection from breast cancer and prostate cancer because it prevents cancer initiation, slows promotion, and impedes cancer progression.",2,1,
3247,treat,foodis,"bean, soy",cardiac ischaemia,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",cardiac ischaemia;cardiac ischemia;ischaemic heart disease;myocardial ischaemia;myocardial ischemia,Hormone therapy (HT) and dietary soy (Soy) inhibit myocardial ischemia/reperfusion (I/R) injury in nonatherosclerotic animals.,1,1,
3248,treat,foodis,"bean, soy",coronary heart disease,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",coronary heart disease,"The soy protein beverage, compared to cow's milk, induced significant reductions in plasma triglycerides and very-low-density lipoprotein cholesterol, as well as a significant increase in high-density lipoprotein cholesterol, indicating that consumption of soy protein beverage may be beneficial for the prevention of coronary heart disease in children with familial hypercholesterolemia.",1,1,
3249,treat,foodis,"bean, soy",depression symptom,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","depression symptom;depression symptoms;depression, emotional;depressions symptoms;depressions, emotional;depressive symptom;depressive symptoms;emotional depression;emotional depressions;symptom, depressive;symptoms depression;symptoms of depression;symptoms of depression (finding);symptoms, depressive","In addition, soy alleviates hot flashes and may favorably affect renal function, alleviate depressive symptoms and improve skin health.",1,1,
3250,treat,foodis,"bean, soy",diabetes,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",diabetes,Randomized controlled trials showed that soy intervention significantly improved blood lipids in people with diabetes.,1,,
3251,treat,foodis,"bean, soy",disease of kidney,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","disease of kidney;disease, kidney;diseases kidneys;diseases, kidney;disorder kidney;disorder of kidney;disorder renal;disorder;kidney;kidney dis;kidney disease;kidney disease (disorder);kidney disease nos;kidney disease nos (disorder);kidney disease, nos;kidney diseases;kidney disorder;kidney disorders;kidneys--diseases;nephrologic disease;nephropathies;nephropathy;nephropathy (diagnosis);nephropathy nos;nephropathy, nos;renal disease;renal disease (diagnosis);renal disease nos;renal disease, nos;renal diseases;renal disorder;renal disorder (diagnosis);renal disorder nos;renal disorder, nos;renal disorders;renal disorders: nonspecific;renal; disease","Dietary soy protein and fish oil reduce kidney disease progression in the Han:SPRD-Cy model of cystic renal disease.___Dietary soy protein reduces renal disease progression in a number of renal diseases, suggesting that plant compared with animal proteins may be renoprotective.",2,1,
3252,treat,foodis,"bean, soy",high cholesterol,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans",high cholesterol;high cholesterol level;hypercholesterolemia,"The soy protein beverage, compared to cow's milk, induced significant reductions in plasma triglycerides and very-low-density lipoprotein cholesterol, as well as a significant increase in high-density lipoprotein cholesterol, indicating that consumption of soy protein beverage may be beneficial for the prevention of coronary heart disease in children with familial hypercholesterolemia.___Soyasaponins (SS), the phytochemicals naturally existing in soybeans and their products, have been shown to reduce hypercholesterolemia and inflammation, which are intimately related to the genesis and development of atherosclerosis.",2,1,
3253,treat,foodis,"bean, soy",inflamm,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","inflamm;inflammation;inflammation (morphologic abnormality);inflammation (qualifier value);inflammation nos;inflammation, nos;inflammations;inflammatory reaction;inflammatory reaction, nos","Soyasaponins (SS), the phytochemicals naturally existing in soybeans and their products, have been shown to reduce hypercholesterolemia and inflammation, which are intimately related to the genesis and development of atherosclerosis.",1,1,
3254,treat,foodis,"bean, soy",neopl prostate,"bean, soy;beans, soy;glycine max;soy;soy bean;soy beans;soya;soya bean;soya bean (substance);soyabean;soybean;soybeans","neopl prostate;neopl prostatic;neoplasia prostate;neoplasm of prostate;neoplasm of prostate (disorder);neoplasm of prostate gland;neoplasm of prostate gland (diagnosis);neoplasm of the prostate;neoplasm prostate;neoplasm, prostate;neoplasm, prostatic;neoplasms, prostate;neoplasms, prostatic;ngp - new growth of prostate;prostate neopl;prostate neoplasia;prostate neoplasm;prostate neoplasms;prostate tumor;prostate tumors;prostate tumours;prostatic neopl;prostatic neoplasm;prostatic neoplasm nos;prostatic neoplasms;tumor of prostate;tumor of the prostate;tumour of prostate","Evidence also suggests that soy reduces prostate cancer risk and inhibits prostate tumor metastasis, but additional clinical support for the chemopreventive effects of soyfoods is needed.",1,1,
3255,treat,foodis,beef,3-00 cardiovascular disorders: general terms,beef;beef (dietary);beef (substance),"3-00 cardiovascular disorders: general terms;[x]cardiovasc disease,unspecif;[x]cardiovascular disease, unspecified;[x]cardiovascular disease, unspecified (disorder);cardiovasc dis;cardiovasc disease,unspecif;cardiovascular disease;cardiovascular disease (cvd);cardiovascular disease, nos;cardiovascular disease, unspecified;cardiovascular diseases;cardiovascular disorder;cardiovascular disorder (nos);cardiovascular disorder nos;cardiovascular disorder, nos;cardiovascular disorders;cardiovascular disorders (diagnosis);cardiovascular disorders, general;cardiovascular disorders: general terms;cardiovascular system disease;cardiovascular system diseases;cardiovascular system--diseases;cardiovascular; disorder;chapter 3 diseases of the cardiovascular system;cv disorders;cvd - cardiovascular disease;cvd, nos;cvs - cardiovascular system diseases;cvs disease;cvs disease - cardiovascular system disease;cvs disorders nos;disease (or disorder); cardiovascular;disease of cardiovascular system;disease of cardiovascular system (disorder);disease of cardiovascular system, nos;disease or syndrome of cardiovascular system;disease, cardiovascular;disease;cardiovascular;diseases affecting the entire cardiovascular system;diseases and syndromes of cardiovascular system;diseases of the cardiovascular system;diseases, cardiovascular;disorder cardiovascular (nos);disorder of cardiovascular system;disorder of cardiovascular system (disorder);general cardiovascular system diseases and syndromes;section 3-0 diseases affecting the entire cardiovascular system",This review also emphasizes that high oleic acid beef such as Wagyu and Hanwoo beef might be able to reduce risk factors for cardiovascular disease.,1,1,
3256,treat,foodis,beer,ailment,beer;beer (substance);beers,"ailment;ailments;illness;illness (finding);illness, nos;illness, unspecified;illnesses;sick;sickness;sickness (finding);sickness, nos;sicknesses",The evidence is that beer is at least the equal of wine from a nutritional perspective and in countering ailments such as coronary heart disease.,1,1,
3257,treat,foodis,beer,coronary heart disease,beer;beer (substance);beers,coronary heart disease,The evidence is that beer is at least the equal of wine from a nutritional perspective and in countering ailments such as coronary heart disease.,1,1,
3258,treat,foodis,beverage,3-10 heart diseases: general terms,beverage;beverage type;beverages,"3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem","Universal drinking water and beverages containing moderate to high levels of magnesium (10–100 ppm) could potentially prevent 4.5 million heart disease and stroke deaths per year, worldwide.",1,,
3259,treat,foodis,beverage,coronary heart disease,beverage;beverage type;beverages,coronary heart disease,"The soy protein beverage, compared to cow's milk, induced significant reductions in plasma triglycerides and very-low-density lipoprotein cholesterol, as well as a significant increase in high-density lipoprotein cholesterol, indicating that consumption of soy protein beverage may be beneficial for the prevention of coronary heart disease in children with familial hypercholesterolemia.___β-glucan from oats or barley, or a combination of whole oats and barley, and soluble fiber from psyllium reduces the risk of coronary heart disease; inulin-type fructans added to foods and beverages may modestly decrease serum triacylglycerols; arabinoxylan and resistant starch may improve glycemic control.",2,,
3260,treat,foodis,beverage,high cholesterol,beverage;beverage type;beverages,high cholesterol;high cholesterol level;hypercholesterolemia,"The soy protein beverage, compared to cow's milk, induced significant reductions in plasma triglycerides and very-low-density lipoprotein cholesterol, as well as a significant increase in high-density lipoprotein cholesterol, indicating that consumption of soy protein beverage may be beneficial for the prevention of coronary heart disease in children with familial hypercholesterolemia.",1,0,0
3261,treat,foodis,beverage,obesity,beverage;beverage type;beverages,obesity,Artificial sweeteners are widely used food ingredients in beverages and drinks to lower calorie intake which in turn helps prevent lifestyle diseases such as obesity.,1,0,0
3262,treat,foodis,beverage,stroke,beverage;beverage type;beverages,stroke,"Epidemiological data demonstrate that regular dietary intake of plant-derived foods and beverages reduces the risk of coronary heart disease and stroke.___Universal drinking water and beverages containing moderate to high levels of magnesium (10–100 ppm) could potentially prevent 4.5 million heart disease and stroke deaths per year, worldwide.",2,,
3263,treat,foodis,biscuit,diabetes,biscuit;biscuit (substance);biscuit dosing unit;biscuits;cookie and/or cracker;cookie and/or cracker (substance);{biscuit},diabetes,All the biscuits have good lipid profile which may lower the risk of developing coronary heart diseases and vascular heart diseases in diabetes.,1,1,
3264,treat,foodis,black tea,3-10 heart diseases: general terms,black tea,"3-10 heart diseases: general terms;cardiac dis;cardiac disease;cardiac diseases;cardiac disorder;cardiac disorder nos;cardiac disorders;cardiopathies;cardiopathy;cardiopathy, nos;cordis; morbus;disease cardiac;disease disorders heart;disease hearts;disease or syndrome of heart;disease;heart;diseases and syndromes of heart;diseases disorders heart;diseases of the heart;disorder cardiac (nos);disorder heart;disorder of heart;heart dis;heart disease;heart disease (diagnosis);heart disease (disorder);heart disease disorder;heart disease nos;heart disease nos (disorder);heart disease, nos;heart disease, unspecified;heart diseases;heart diseases: general terms;heart disorder;heart disorders;heart--diseases;morbus cordis;morbus cordis nos;morbus cordis, nos;morbus; cordis;rndx cardiac;rndx cardiac (diagnosis);section 3-1 heart diseases;syndrome heart disease;unspecified heart problem",Consumption of black tea contributed to many health benefits including the prevention of heart disease and certain types of cancer.,1,1,
3265,treat,foodis,blueberry,cvd,blueberry,cvd,"Anthocyanin-rich blueberry intake is associated with reduced type 2 diabetes and cardiovascular disease (CVD) risk in prospective studies, although long-term randomized controlled trials (RCTs) have not been conducted in at-risk populations.",1,1,
3266,treat,foodis,"bran, wheat",acf,"bran, wheat;brans, wheat;wheat bran;wheat bran (substance);wheat brans",acf,"Our studies clearly demonstrated the ability of wheat bran to reduce ACF and colon tumors in rats that consumed high-fat, Western-style diets.",1,1,
