,term_2_umls_synonyms,term_1_umls_name,is correct,pipeline,relation,term_2_umls_name,evidence_count,sentence,term_1_umls_synonyms
1861,2 phenyl 3 hydroxy benzopyran 4 ones;2-phenyl-3-hydroxy-benzopyran-4-ones;3 hydroxy 4 keto flavonoids;3-hydroxy-4-keto-flavonoids;flavonols,green tea,1.0,foodchem,contains,2 phenyl 3 hydroxy benzopyran 4 ones,1,"Black and green teas clearly were the dominant sources of the flavonols kaempferol, myricetin, and quercetin.","green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1862,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one;3,3',4',5,7-pentahydroxyflavone;3,5,7,3',4'-pentahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-;c.i. natural yellow 10;dikvertin;product containing quercetin;product containing quercetin (medicinal product);quercetin;quercetin (substance);quercetin preparation;quercetin preparation (product);quercetin preparation (substance);quercetin product;quercetin-containing product;sophoretin",green tea,1.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one",1,"Black and green teas clearly were the dominant sources of the flavonols kaempferol, myricetin, and quercetin.","green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1863,"3,4',5,7-tetrahydroxyflavone;3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4h-1- benzopyran-4-one;3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4h-1-benzopyran-4-one;3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one;kaempferol;kempferol;populnetin;rhamnolutein;robigenin;swartziol;trifolitin",green tea,1.0,foodchem,contains,"3,4',5,7-tetrahydroxyflavone",1,"Black and green teas clearly were the dominant sources of the flavonols kaempferol, myricetin, and quercetin.","green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1864,"3,4,5-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-7-one;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-4h-1-benzopyran-4-one;myricetin",green tea,1.0,foodchem,contains,"3,4,5-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-7-one",1,"Black and green teas clearly were the dominant sources of the flavonols kaempferol, myricetin, and quercetin.","green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1865,polyphenol (substance);polyphenols,green tea,1.0,foodchem,contains,polyphenol (substance),1,Green tea polyphenols possess potent antioxidative and anti-inflammatory properties that contribute to the beneficial effects on heart health.,"green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1866,theaflavin;theaflavins,green tea,0.0,foodchem,contains,theaflavin,1,"Tea is a source of epigallocatechin gallate, in green tea, and theaflavin and the associated thearubigins, in black tea.","green tea;green tea (dietary);green tea (substance);green teas;tea, green;teas, green"
1949,"(2s)-2-amino-5-(carbamimidamido)pentanoic acid;(2s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinovaleric acid;amino-5-guanidino-pentanoic acid;arg;arginina;arginine;arginine (medication);arginine (substance);arginine, l isomer;arginine, l-isomer;l arginine;l-(+)-arginine;l-arg;l-arginin;l-arginine;l-arginine (substance);l-isomer arginine",nut,1.0,foodchem,contains,(2s)-2-amino-5-(carbamimidamido)pentanoic acid,1,"Nut components, such as unsaturated fatty acids, l-arginine, beneficial minerals, phenolic compounds and phytosterols, appear to be of paramount importance for their health effects.",nut
1950,"acid, unsaturated fatty;acids, unsaturated fatty;dietary supplements fatty acids (unsaturated);fatty acid, unsaturated;fatty acids, unsaturated;unsaturated fatty acid;unsaturated fatty acid (substance);unsaturated fatty acid, nos;unsaturated fatty acids;unsaturated fatty acids (medication)",nut,1.0,foodchem,contains,"acid, unsaturated fatty",1,"Nut components, such as unsaturated fatty acids, l-arginine, beneficial minerals, phenolic compounds and phytosterols, appear to be of paramount importance for their health effects.",nut
1951,phenol structure-containing product;phenolic;phenolic product;phenolics;phenolics (product);phenolics (substance);product containing phenol structure (product);product containing phenolic;product containing phenolic (product);substance with phenol structure;substance with phenol structure (substance),nut,1.0,foodchem,contains,phenol structure-containing product,1,"Nut components, such as unsaturated fatty acids, l-arginine, beneficial minerals, phenolic compounds and phytosterols, appear to be of paramount importance for their health effects.",nut
1952,"phytosteroid;phytosteroids;phytosterol;phytosterol (substance);phytosterols;plant steroid;plant steroids;plant sterol;plant sterols;steroid, plant;steroids, plant;sterol, plant;sterols, plant",nut,1.0,foodchem,contains,phytosteroid,1,"Nut components, such as unsaturated fatty acids, l-arginine, beneficial minerals, phenolic compounds and phytosterols, appear to be of paramount importance for their health effects.",nut
1953,"(2s)-2-amino-5-(carbamimidamido)pentanoic acid;(2s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinopentanoic acid;(s)-2-amino-5-guanidinovaleric acid;amino-5-guanidino-pentanoic acid;arg;arginina;arginine;arginine (medication);arginine (substance);arginine, l isomer;arginine, l-isomer;l arginine;l-(+)-arginine;l-arg;l-arginin;l-arginine;l-arginine (substance);l-isomer arginine",nut (substance),1.0,foodchem,contains,(2s)-2-amino-5-(carbamimidamido)pentanoic acid,1,"Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.","nut (substance);nut - unspecified;nut, nos;nuts"
1954,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol;(e)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzenediol;(e)-resveratrol;1,3-benzenediol, 5-((e)-2-(4-hydroxyphenyl)ethenyl)-;3,4',5-stilbenetriol;3,4',5-trihydroxystilbene;3,5,4'-trihydroxystilbene;5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol;dietary supplements resveratrol;resv;resveratrol;resveratrol (medication);resveratrol (substance)",nut (substance),1.0,foodchem,contains,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",1,"Resveratrol (3,5,4'-trihydroxystilbene) is a natural phytoalexin that accumulates in several vegetables and fruits like nuts, grapes, apples, red fruits, black olives, capers, red rice as well as red wines.","nut (substance);nut - unspecified;nut, nos;nuts"
1955,"acid fatty polyunsaturated;acid, polyunsaturated fatty;acids fatty polyunsaturated;acids, polyunsaturated fatty;fatty acid, polyunsaturated;fatty acid, total polyunsaturated;fatty acids, polyunsaturated;fatty acids.polyunsaturated;polyunsaturated fatty acid;polyunsaturated fatty acid (substance);polyunsaturated fatty acids;pufa;pufa (polyunsaturated fatty acid);pufa - polyunsat fatty acid;pufa - polyunsaturated fatty acid;pufas",nut (substance),1.0,foodchem,contains,acid fatty polyunsaturated,1,"Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.","nut (substance);nut - unspecified;nut, nos;nuts"
1956,"acid, monounsaturated fatty;acids, monounsaturated fatty;fatty acid, monounsaturated;fatty acid, total monounsaturated;fatty acids, monounsaturated;fatty acids.monounsaturated;monounsaturated fatty acid;monounsaturated fatty acid (substance);monounsaturated fatty acids;mufa;mufa - monounsat fatty acid;mufa - monounsaturated fatty acid",nut (substance),1.0,foodchem,contains,"acid, monounsaturated fatty",2,"Compared to most other nuts, which contain monounsaturated fatty acids, walnuts are unique because they are rich in n-6 (linoleate) and n-3 (linolenate) polyunsaturated fatty acids.___Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.","nut (substance);nut - unspecified;nut, nos;nuts"
1957,"acid, unsaturated fatty;acids, unsaturated fatty;dietary supplements fatty acids (unsaturated);fatty acid, unsaturated;fatty acids, unsaturated;unsaturated fatty acid;unsaturated fatty acid (substance);unsaturated fatty acid, nos;unsaturated fatty acids;unsaturated fatty acids (medication)",nut (substance),1.0,foodchem,contains,"acid, unsaturated fatty",2,"Nuts are natural foods rich in unsaturated fatty acids; most nuts contain substantial amounts of MUFA, while walnuts are especially rich in both n-6 and n-3 PUFA.___Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.","nut (substance);nut - unspecified;nut, nos;nuts"
1958,linoleate,nut (substance),1.0,foodchem,contains,linoleate,1,"Compared to most other nuts, which contain monounsaturated fatty acids, walnuts are unique because they are rich in n-6 (linoleate) and n-3 (linolenate) polyunsaturated fatty acids.","nut (substance);nut - unspecified;nut, nos;nuts"
1959,magnesium,nut (substance),1.0,foodchem,contains,magnesium,1,"Food sources of magnesium include green leafy vegetables, nuts, legumes, and whole grains.","nut (substance);nut - unspecified;nut, nos;nuts"
1960,methyltocols;tocoferol;tocoferoles;tocopherol (substance);tocopherols;tocopheryl;tocophérol;vitamin e (as mixed tocopherols);vite - tocopherol,nut (substance),1.0,foodchem,contains,methyltocols,1,"Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.","nut (substance);nut - unspecified;nut, nos;nuts"
1961,"phytosteroid;phytosteroids;phytosterol;phytosterol (substance);phytosterols;plant steroid;plant steroids;plant sterol;plant sterols;steroid, plant;steroids, plant;sterol, plant;sterols, plant",nut (substance),1.0,foodchem,contains,phytosteroid,1,"Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.","nut (substance);nut - unspecified;nut, nos;nuts"
1962,polyphenol (substance);polyphenols,nut (substance),1.0,foodchem,contains,polyphenol (substance),1,"Nuts are nutrient-dense foods with complex matrices rich in unsaturated fatty acids and other bioactive compounds, such as L-arginine, fiber, minerals, tocopherols, phytosterols, and polyphenols.","nut (substance);nut - unspecified;nut, nos;nuts"
2000,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol;(e)-5-[2-(4-hydroxyphenyl)ethenyl]-1,3-benzenediol;(e)-resveratrol;1,3-benzenediol, 5-((e)-2-(4-hydroxyphenyl)ethenyl)-;3,4',5-stilbenetriol;3,4',5-trihydroxystilbene;3,5,4'-trihydroxystilbene;5-[(e)-2-(4-hydroxyphenyl)vinyl]benzene-1,3-diol;dietary supplements resveratrol;resv;resveratrol;resveratrol (medication);resveratrol (substance)",oil olive,1.0,foodchem,contains,"(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol(e)-5-(2-(4-hydroxyphenyl)ethenyl)-1,3-benzenediol",2,"Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of (n-6):(n-3) essential fatty acids (EFA), high amounts of fiber, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.___Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of n-6/n-3 essential fatty acids (EFA), high amounts of fibre, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2002,"2-(3,4-dihydroxyphenyl)ethanol;3,4-dhpea;hydroxytyrosol",oil olive,1.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)ethanol",2,"Hydroxytyrosol (HT) is the most prominent phenolic compound of virgin olive oil and due to its scientifically validated biological activities it is entering to the market as a potentially useful supplement for cardiovascular disease prevention.___In particular, the phenolic compound, hydroxytyrosol has been identified as one of the most potent antioxidants found in olive oil.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2003,"5-l-glutamyl-l-cysteinylglycine;gamma l glu l cys gly;gamma l glutamyl l cysteinylglycine;gamma-l-glu-l-cys-gly;gamma-l-glutamyl-l-cysteinyl-glycine;gamma-l-glutamyl-l-cysteinylglycine;glutathione;glutathione (medication);glutathione (product);glutathione (substance);glutathione product;glutathione, nos;glutathione-containing product;glutathione-l;glutathione-sh;glutathiones;glycine, n-(n-l-gamma-glutamyl-l-cysteinyl)-;gsh;l-glutathione;n-(n-gamma-l-glutamyl-l-cysteinyl)glycine;n-(n-l-gamma-glutamyl-l-cysteinyl)glycine;product containing glutathione;product containing glutathione (medicinal product)",oil olive,0.0,foodchem,contains,5-l-glutamyl-l-cysteinylglycine,2,"Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of (n-6):(n-3) essential fatty acids (EFA), high amounts of fiber, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.___Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of n-6/n-3 essential fatty acids (EFA), high amounts of fibre, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2004,9 cis-octadecenoic acid;9 cis-octadecenoic acid (substance);9 cis-octadecenoic acid product;9 cis-octadecenoic acid-containing product;9 octadecenoic acid;9-octadecenoic acid;acid oleic;cis 9 octadecenoic acid;cis-9-octadecenoic acid;fatty acid 18:1 n-9;octadec-9-enoic acid;octadecenoic acid 09;oleic acid;oleic acid (product);oleic acid (substance);oleic acid (substance) [ambiguous];product containing 9 cis-octadecenoic acid;product containing 9 cis-octadecenoic acid (medicinal product),oil olive,1.0,foodchem,contains,9 cis-octadecenoic acid,4,"Besides its richness in monounsaturated fatty acid, the oleic acid, olive oil contains minor components with antioxidant properties.___Diets for people in these countries are, among other components, very rich in oleic acid, the main constituent of olive oil, with about 29% of daily caloric intake derived from monounsaturated fatty acids.___It has been proposed that the beneficial effects of olive oil not only depend on oleic acid, but are also associated with minor polar compounds (MPC).___Finally, as a result of the most recent epidemiologic studies the ideal diet may comprise: 8% energy from SFA, 5% from polyunsaturated fatty acids with a ratio 5/1 of linoleic/alpha-linolenic acid+longer chains n-3, oleic acid as desired, large intake of cereals, vegetables, legumes and fruits, fish twice a week, cheese and yogurt as dairy products, rapeseed and olive oils as edible fat.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2005,"acid, monounsaturated fatty;acids, monounsaturated fatty;fatty acid, monounsaturated;fatty acid, total monounsaturated;fatty acids, monounsaturated;fatty acids.monounsaturated;monounsaturated fatty acid;monounsaturated fatty acid (substance);monounsaturated fatty acids;mufa;mufa - monounsat fatty acid;mufa - monounsaturated fatty acid",oil olive,1.0,foodchem,contains,"acid, monounsaturated fatty",8,"Historically, the beneficial health effects of virgin olive oil (VOO) intake were first attributed to the high concentration of monounsaturated fatty acids.___Many of these effects are the result of consumption of fruits, seeds, legumes and vegetables but olive oil is the chief dietary fat in Mediterranean countries and the main source of monounsaturated fatty acids, as well as an important source of beneficial polyphenols and other antioxidants.___Besides its richness in monounsaturated fatty acid, the oleic acid, olive oil contains minor components with antioxidant properties.___Olive oil is known for its high levels of monounsaturated fatty acids and is also a good source of phytochemicals including polyphenolic compounds, squalene, and alpha-tocopherol.___Olive oil, an oil rich in monounsaturated fatty acids (MUFCs) and minor constituents including phenolic compounds, is a major component of the Mediterranean diet.___Diets for people in these countries are, among other components, very rich in oleic acid, the main constituent of olive oil, with about 29% of daily caloric intake derived from monounsaturated fatty acids.___Olive oil, the main fatty component of the Mediterranean diet, is characterized by consisting of monounsaturated fatty acids as well as by its elevated content in antioxidant agents.___The Mediterranean diet rich in vegetables, grains, legumes, fruits, and oils, mainly olive oil, has been suggested to reduce the incidence of coronary heart disease, because of its low saturated and high monounsaturated fatty acids content.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2008,oleuropein,oil olive,1.0,foodchem,contains,oleuropein,2,"Polyphenols have a wide range of beneficial properties, and particular importance is given to Bergamot Polyphenolic Fraction; Oleuropein, one of the main polyphenolic compounds of olive oil; and___Olive oil, the major fat component of this diet, is characterized by antioxidant properties related to their content in catecholic components, particularly oleuropein aglycon.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2009,phenol structure-containing product;phenolic;phenolic product;phenolics;phenolics (product);phenolics (substance);product containing phenol structure (product);product containing phenolic;product containing phenolic (product);substance with phenol structure;substance with phenol structure (substance),oil olive,1.0,foodchem,contains,phenol structure-containing product,9,"Nowadays, many studies indicate that phenolic compounds contained in olive oil have positive effects on different biomarkers related to health.___Hydroxytyrosol (HT) is the most prominent phenolic compound of virgin olive oil and due to its scientifically validated biological activities it is entering to the market as a potentially useful supplement for cardiovascular disease prevention.___Virgin olive oil (VOO), besides containing monounsaturated fat, is rich in phenolic compounds (PC) with antioxidant properties.___The total content of phenolic compounds (PC) from virgin olive oil could delay LDL oxidation.___On other hand, the health benefits arising from a diet containing olive oil have been attributed to its richness in phenolic compounds that act as natural antioxidants and are thought to contribute to the prevention of heart diseases and cancers.___Olive oil, an oil rich in monounsaturated fatty acids (MUFCs) and minor constituents including phenolic compounds, is a major component of the Mediterranean diet.___In particular, the phenolic compound, hydroxytyrosol has been identified as one of the most potent antioxidants found in olive oil.___The preventive effects of olive oil against different diseases have been attributed to its high phenolic compound content.___As opposed to other vegetable oils, extra virgin olive oil, which is obtained by physical pressure from a whole fruit, is rich in phenolic components that are responsible for the particular stability of the oil.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2010,polyphenol (substance);polyphenols,oil olive,1.0,foodchem,contains,polyphenol (substance),4,"Polyphenols have a wide range of beneficial properties, and particular importance is given to Bergamot Polyphenolic Fraction; Oleuropein, one of the main polyphenolic compounds of olive oil; and___Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of (n-6):(n-3) essential fatty acids (EFA), high amounts of fiber, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.___Many of these effects are the result of consumption of fruits, seeds, legumes and vegetables but olive oil is the chief dietary fat in Mediterranean countries and the main source of monounsaturated fatty acids, as well as an important source of beneficial polyphenols and other antioxidants.___Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of n-6/n-3 essential fatty acids (EFA), high amounts of fibre, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2011,selenium,oil olive,0.0,foodchem,contains,selenium,2,"Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of (n-6):(n-3) essential fatty acids (EFA), high amounts of fiber, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.___Analyses of the dietary pattern of the diet of Crete shows a number of protective substances, such as selenium, glutathione, a balanced ratio of n-6/n-3 essential fatty acids (EFA), high amounts of fibre, antioxidants (especially resveratrol from wine and polyphenols from olive oil), vitamins E and C, some of which have been shown to be associated with lower risk of cancer, including cancer of the breast.","oil olive;oil olives;oil sweets;oil, olive;oils sweets;oils, olive;olea europaea oil;olive oil;olive oil (product);olive oil (substance);olive oil miscell oil (ml);olive oil oil;olive oil product;olive oil-containing product;olive oil@@miscell@oil (ml);olive oils;product containing olive oil;product containing olive oil (medicinal product);sweet oil"
2012,"(-)-cholesterol;(3beta)-cholest-5-en-3-ol;(3β,14β,17α)-cholest-5-en-3-ol;5-cholesten-3b-ol;cholest-5-en-3-ol (3beta)-;cholest-5-en-3beta-ol;cholesterol;cholesterol (substance)",oil vegetable,0.0,foodchem,contains,cholesterol,3,"Recent studies strongly suggest that even smaller amounts of sterols available from natural plant foods and vegetable oils are important dietary components for lowering serum LDL cholesterol.___Phytosterols are cholesterol-like molecules found in all plant foods, with the highest concentrations occurring in vegetable oils.___Major contributors in the diet are fried and baked foods and margarine, in which partially hydrogenated vegetable oils may replace fat sources richer in saturated fatty acids and cholesterol.","oil vegetable;oil, vegetable;oils, vegetable;vegetable oil;vegetable oil (substance);vegetable oil oil;vegetable oil, nos;vegetable oils"
2016,"acetic acid, 2,2,2-trifluoro-;acetic acid, trifluoro-;acid, trifluoroacetic;perfluoroacetic acid;tfa;trifluoroacetic acid",oil vegetable,1.0,foodchem,contains,"acetic acid, 2,2,2-trifluoro-",2,"Regular margarines contain varying contents of partially hydrogenated vegetable oils, and therefore of TFA.___There are 2 predominant sources of dietary trans fatty acids (TFA) in the food supply, those formed during the industrial partial hydrogenation of vegetable oils (iTFA) and those formed by biohydrogenation in ruminants (rTFA), including vaccenic acid (VA) and the naturally occurring isomer of conjugated linoleic acid, cis-9, trans-11 CLA (c9,t11-CLA).","oil vegetable;oil, vegetable;oils, vegetable;vegetable oil;vegetable oil (substance);vegetable oil oil;vegetable oil, nos;vegetable oils"
2022,sterols,oil vegetable,1.0,foodchem,contains,sterols,2,Sterols are a major part of the non-glyceride components of fats in plant foods and get concentrated in vegetable oils.___Recent studies strongly suggest that even smaller amounts of sterols available from natural plant foods and vegetable oils are important dietary components for lowering serum LDL cholesterol.,"oil vegetable;oil, vegetable;oils, vegetable;vegetable oil;vegetable oil (substance);vegetable oil oil;vegetable oil, nos;vegetable oils"
2024,tocotrienol;tocotrienol (substance);tocotrienols,"oil, palm",1.0,foodchem,contains,tocotrienol,1,"A second group of antioxidants, the tocotrienols, are present in both palm olein and red palm oil.","oil, palm;palm oil;palm oil (substance);palm oil miscell oil (ml);palm oil oil;palm oil@@miscell@oil (ml);palmolein"
2025,vitamin a,"oil, palm",0.0,foodchem,contains,vitamin a,1,"Obtained from a tropical plant, Elaesis guineensis, it has a polyunsaturated fatty acid/saturated fatty acid ratio close to unity and a high amount of antioxidant vitamin A precursors and vitamin E. Palm oil is consumed in the fresh state and/or at various levels of oxidation.","oil, palm;palm oil;palm oil (substance);palm oil miscell oil (ml);palm oil oil;palm oil@@miscell@oil (ml);palmolein"
2026,cla,"oil, soy bean",1.0,foodchem,contains,cla,1,Potato chips are snacks that are readily produced in the CLA-rich soy oil containing CLA levels similar to those of the oil used for frying.,"oil, soy bean;oil, soya;oil, soybean;oils, soy bean;oils, soya;oils, soybean;product containing soya oil;product containing soya oil (medicinal product);soy bean oil;soy bean oils;soy oil;soy oil (product);soya bean oil;soya oil;soya oil (product);soya oil (substance);soya oil product;soya oil-containing product;soya oils;soybean oil;soybean oil emulsion;soybean oil emulsion (treatment);soybean oil-containing product;soybean oils"
2028,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one;3,3',4',5,7-pentahydroxyflavone;3,5,7,3',4'-pentahydroxyflavone;4h-1-benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-;c.i. natural yellow 10;dikvertin;product containing quercetin;product containing quercetin (medicinal product);quercetin;quercetin (substance);quercetin preparation;quercetin preparation (product);quercetin preparation (substance);quercetin product;quercetin-containing product;sophoretin",onion,0.0,foodchem,contains,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one",1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",onion;onion (substance);onion - dietary;onion - dietary (substance);onions
2029,"3,4',5,7-tetrahydroxy-3'-methoxy-flavone;3,4',5,7-tetrahydroxy-3'-methoxyflavone;3-methyl-quercetin;3-methylquercetin;3-o-methylquercetin;iso-rhamnetin;isorhamnetin;isorhamnetine",onion,1.0,foodchem,contains,"3,4',5,7-tetrahydroxy-3'-methoxy-flavone",1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",onion;onion (substance);onion - dietary;onion - dietary (substance);onions
2032,flavonol,onion,1.0,foodchem,contains,flavonol,1,"Other significant flavonol sources included onion (isorhamnetin and quercetin), broccoli (kaempferol and quercetin), apple (quercetin), grape (quercetin), coffee (myrcetin), and beans (quercetin).",onion;onion (substance);onion - dietary;onion - dietary (substance);onions
2034,beta caroten 3 ol;beta-caroten-3-ol;cryptoxanthin;cryptoxanthins,orange,1.0,foodchem,contains,beta caroten 3 ol,1,"Peppers, oranges, and orange-juice are the most important cryptoxanthin sources.",orange
2035,"(-)-hesperetin;2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4h-1-benzopyran-4-one;3',5,7-trihydroxy-4'-methoxyflavanone;4h-1-benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-, (2s)-;4h-1-benzopyran-4-one, 2,3-dihydro-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-, (s)-;5,7,3'-trihydroxy-4'-methoxyflavanone;eriodictyol 4'-monomethyl ether;flavanone, 3',5,7-trihydroxy-4'-methoxy-;hesperetin;hesperitin",orange (fruit),1.0,foodchem,contains,(-)-hesperetin,1,"In terms of flavanone consumption, oranges (hesperetin and naringenin), lemon (eriodictyol), mandarin (hesperetin), and grapefruit (naringenin) were the major sources.",orange (fruit);orange - fruit;orange - fruit (substance);oranges
2038,beta caroten 3 ol;beta-caroten-3-ol;cryptoxanthin;cryptoxanthins,orange (fruit),1.0,foodchem,contains,beta caroten 3 ol,1,"Peppers, oranges, and orange-juice are the most important cryptoxanthin sources.",orange (fruit);orange - fruit;orange - fruit (substance);oranges
